,Title,Ratings,Ranked,Popularity,Name,Gender,Image,Character1
599,The Tale of Nokdu,8.4, #287, #145,Kim So Hyun, Female,https://i.mydramalist.com/vdVeqc.jpg,Dong Dong Joo
600,The Third Charm,6.8, #4506, #541,Esom, Female,https://i.mydramalist.com/18ED5_5c.jpg,Lee Yeong Jae
601,The Third Charm,6.8, #4506, #541,Seo Kang Joon, Male,https://i.mydramalist.com/rbPe2c.jpg,On Joon Yeong
602,The Time We Were Not in Love,7.4, #3185, #362,Ha Ji Won, Female,https://i.mydramalist.com/E2eb5c.jpg,Steward Choi Won
603,The Time We Were Not in Love,7.4, #3185, #362,Lee Jin Wook, Male,https://i.mydramalist.com/qbx58c.jpg,Oh Ha Na
604,The Undateables,7.6, #2645, #569,Hwang Jung Eum, Female,https://i.mydramalist.com/232Lwc.jpg,Yoo Jung Eum
605,The Undateables,7.6, #2645, #569,Namgoong Min, Male,https://i.mydramalist.com/kEQyOc.jpg,Kang Hoon Nam
606,The World of the Married,8.6, #139, #243,Park Hae Joon, Male,https://i.mydramalist.com/RRQJR_5c.jpg,Ji Sun Woo
607,The World of the Married,8.6, #139, #243,Kim Hee Ae, Female,https://i.mydramalist.com/pjevQc.jpg,Lee Tae Oh
608,Thirty But Seventeen,8.5, #201, #90,Yang Se Jong, Male,https://i.mydramalist.com/1Z835_5c.jpg,Woo Seo Ri
609,Thirty But Seventeen,8.5, #201, #90,Shin Hye Sun, Female,https://i.mydramalist.com/q5VbB_5c.jpg,Gong Woo Jin
610,Time Slip Dr. Jin,6.8, #4448, #727,Park Min Young, Female,https://i.mydramalist.com/qlep0_5c.jpg,Yoo Mi Na [in 2012] / Hong Young Rae [at Joseon Dynasty Period]
611,Time Slip Dr. Jin,6.8, #4448, #727,Lee Bum Soo, Male,https://i.mydramalist.com/AJrB8c.jpg,Lee Ha Eung
612,To The Beautiful You,7.5, #2811, #46,Choi Min Ho, Male,https://i.mydramalist.com/XbLZnc.jpg,Goo Jae Hee
613,To The Beautiful You,7.5, #2811, #46,Sulli, Female,https://i.mydramalist.com/KDXz0c.jpg,Kang Tae Joon
614,Tomorrow With You,8.0, #1075, #163,Lee Je Hoon, Male,https://i.mydramalist.com/vRBo8c.jpg,Yoo So Joon
615,Tomorrow With You,8.0, #1075, #163,Shin Min Ah, Female,https://i.mydramalist.com/Q71NAc.jpg,"Song Ma Rin / ""Bap Soon"""
616,Touch Your Heart,8.3, #433, #66,Lee Dong Wook, Male,https://i.mydramalist.com/Zvejqc.jpg,Kwon Jung Rok
617,Touch Your Heart,8.3, #433, #66,Yoo In Na, Female,https://i.mydramalist.com/kW6rwc.jpg,Oh Yoon Seo / Oh Jin Shim
618,Trot Lovers,7.4, #3486, #490,Jung Eun Ji, Female,https://i.mydramalist.com/vAXmW_5c.jpg,Jang Joon Hyun
619,Trot Lovers,7.4, #3486, #490,Ji Hyun Woo, Male,https://i.mydramalist.com/vnPQZc.jpg,Choi Chun Hee
620,True Beauty,8.4, #260, #92,Cha Eun Woo, Male,https://i.mydramalist.com/RRV4Y_5c.jpg,Lim Joo Gyung / Joo Bal
621,True Beauty,8.4, #260, #92,Moon Ga Young, Female,https://i.mydramalist.com/BynQl_5c.jpg,Lee Su Ho
622,Twenty Again,8.1, #853, #342,Choi Ji Woo, Female,https://i.mydramalist.com/eVLyQc.jpg,Cha Hyeon Seok
623,Twenty Again,8.1, #853, #342,Lee Sang Yoon, Male,https://i.mydramalist.com/q8Zn8c.jpg,Ha No Ra
624,Twenty Years Old,7.7, #1886, #554,Lee Da In, Female,https://i.mydramalist.com/Zvbr8c.jpg,Kim Hye Rim
625,Twenty Years Old,7.7, #1886, #554,Lee Gi Kwang, Male,https://i.mydramalist.com/E3PxW_5c.jpg,Lee Ki Kwang
626,Twenty-Twenty,8.0, #981, #1127,Han Sung Min, Female,https://i.mydramalist.com/EpoV7c.jpg,Lee Hyun Jin
627,Twenty-Twenty,8.0, #981, #1127,Kim Woo Seok, Male,https://i.mydramalist.com/p8vyrc.jpg,Chae Da Hee
628,Ugly Alert,8.3, #436, #976,Im Joo Hwan, Male,https://i.mydramalist.com/EDZk7c.jpg,Gong Jun Soo
629,Ugly Alert,8.3, #436, #976,Kang So Ra, Female,https://i.mydramalist.com/w2dQYc.jpg,Na Do Hee
630,Uncontrollably Fond,8.0, #1049, #59,Kim Woo Bin, Male,https://i.mydramalist.com/RbYgo_5c.jpg,Shin Joon Yeong
631,Uncontrollably Fond,8.0, #1049, #59,Bae Suzy, Female,https://i.mydramalist.com/pOqyQc.jpg,No Eul
632,Valid Love,7.3, #3771, #1385,Uhm Tae Woong, Male,https://i.mydramalist.com/nBvp2c.jpg,Jang Hee Tae
633,Valid Love,7.3, #3771, #1385,Lee Shi Young, Female,https://i.mydramalist.com/rggJm_5c.jpg,Kim Il Ri
634,W,8.5, #196, #5,Han Hyo Joo, Female,https://i.mydramalist.com/BoB0z_5c.jpg,Kang Chul
635,W,8.5, #196, #5,Lee Jong Suk, Male,https://i.mydramalist.com/XbzDnc.jpg,Oh Yeon Joo
636,Warm and Cozy,7.5, #2965, #369,Yoo Yeon Seok, Male,https://i.mydramalist.com/p31Py_5c.jpg,Lee Jung Joo
637,Warm and Cozy,7.5, #2965, #369,Kang So Ra, Female,https://i.mydramalist.com/w2dQYc.jpg,Baek Geon Woo
638,Was It Love?,7.4, #3452, #559,Song Ji Hyo, Female,https://i.mydramalist.com/xYozyc.jpg,Oh Dae Oh
639,Was It Love?,7.4, #3452, #559,Son Ho Jun, Male,https://i.mydramalist.com/BNjpR_5c.jpg,Noh Ae Jung
640,Wednesday 3:30 PM,7.9, #1221, #529,Hong Bin, Male,https://i.mydramalist.com/00ndYc.jpg,Yun Jae Won
641,Wednesday 3:30 PM,7.9, #1221, #529,Jin Ki Joo, Female,https://i.mydramalist.com/r7XQ7_5c.jpg,Seon Eun Woo
642,Weightlifting Fairy Kim Bok Joo,8.8, #39, #7,Lee Sung Kyung, Female,https://i.mydramalist.com/R4RX6_5c.jpg,Jung Joon Hyung
643,Weightlifting Fairy Kim Bok Joo,8.8, #39, #7,Nam Joo Hyuk, Male,https://i.mydramalist.com/250rk_5c.jpg,Kim Bok Joo
644,What Happens to My Family?,8.2, #528, #641,Yoo Dong Geun, Male,https://i.mydramalist.com/rqVRNc.jpg,Cha Soon Bong
645,What Happens to My Family?,8.2, #528, #641,Kim Hyun Joo, Female,https://i.mydramalist.com/qEqvz_5c.jpg,Cha Kang Shim
646,What's Wrong with Secretary Kim,8.5, #189, #11,Park Min Young, Female,https://i.mydramalist.com/qlep0_5c.jpg,Lee Young Joon
647,What's Wrong with Secretary Kim,8.5, #189, #11,Park Seo Joon, Male,https://i.mydramalist.com/j8meyc.jpg,Kim Mi So
648,When A Man's in Love,6.8, #4473, #700,Shin Se Kyung, Female,https://i.mydramalist.com/ZQkkj_5c.jpg,Seo Mi Do
649,When A Man's in Love,6.8, #4473, #700,Song Seung Heon, Male,https://i.mydramalist.com/vqlqec.jpg,Han Tae Sang
650,When I Was the Most Beautiful,7.0, #4266, #1165,Im Soo Hyang, Female,https://i.mydramalist.com/2DKAdc.jpg,Seo Hwan
651,When I Was the Most Beautiful,7.0, #4266, #1165,Kim Ji Soo, Male,https://i.mydramalist.com/WzwB5_5c.jpg,Oh Ye Ji
652,When My Love Blooms,7.8, #1594, #782,Yoo Ji Tae, Male,https://i.mydramalist.com/rxLvjc.jpg,Han Jae Hyun [Present]
653,When My Love Blooms,7.8, #1594, #782,Lee Bo Young, Female,https://i.mydramalist.com/0d7YO_5c.jpg,Yoon Ji Soo [Present]
654,When Time Stopped,7.3, #3508, #932,Ahn  Ji Hyun, Female,https://i.mydramalist.com/0NwROc.jpg,Kim Sun Ah
655,When Time Stopped,7.3, #3508, #932,Kim Hyun Joong, Male,https://i.mydramalist.com/XKplxc.jpg,Joon Woo
656,When the Camellia Blooms,8.5, #183, #142,Gong Hyo Jin, Female,https://i.mydramalist.com/4k0oZc.jpg,Hwang Yong Shik
657,When the Camellia Blooms,8.5, #183, #142,Kang Ha Neul, Male,https://i.mydramalist.com/0Kxmr_5c.jpg,Oh Dong Baek
658,When the Weather Is Fine,8.3, #390, #198,Park Min Young, Female,https://i.mydramalist.com/qlep0_5c.jpg,Im Eun Sub / Kim Jin Ho
659,When the Weather Is Fine,8.3, #390, #198,Seo Kang Joon, Male,https://i.mydramalist.com/rbPe2c.jpg,"Mok Hae Won / ""Irene"""
660,Where Stars Land,7.9, #1407, #268,Lee Je Hoon, Male,https://i.mydramalist.com/vRBo8c.jpg,Han Yeo Reum
661,Where Stars Land,7.9, #1407, #268,Chae Soo Bin, Female,https://i.mydramalist.com/ZoeeOc.jpg,Lee Soo Yeon
662,While You Were Sleeping,8.7, #59, #12,Bae Suzy, Female,https://i.mydramalist.com/pOqyQc.jpg,Jung Jae Chan
663,While You Were Sleeping,8.7, #59, #12,Lee Jong Suk, Male,https://i.mydramalist.com/XbzDnc.jpg,Nam Hong Ju
664,Who Are You,7.6, #2294, #310,So Yi Hyun, Female,https://i.mydramalist.com/qxvvB_5c.jpg,Detective Cha Gun Woo
665,Who Are You,7.6, #2294, #310,Ok Taec Yeon, Male,https://i.mydramalist.com/Xb0ngc.jpg,Detective Yang Shi On
666,Who Are You: School 2015,8.3, #501, #44,Kim So Hyun, Female,https://i.mydramalist.com/vdVeqc.jpg,Han Yi An
667,Who Are You: School 2015,8.3, #501, #44,Nam Joo Hyuk, Male,https://i.mydramalist.com/250rk_5c.jpg,Lee Eun Bi | Go Eun Byul
668,Wild Chives and Soy Bean Soup: 12 Years Reunion,7.2, #3990, #1322,Lee So Yeon, Female,https://i.mydramalist.com/l0wW6c.jpg,Yoo Joon Soo
669,Wild Chives and Soy Bean Soup: 12 Years Reunion,7.2, #3990, #1322,Namgoong Min, Male,https://i.mydramalist.com/kEQyOc.jpg,"Jang Dal Rae ""Jang Kook"""
670,Wild Romance,7.5, #3082, #520,Lee Shi Young, Female,https://i.mydramalist.com/rggJm_5c.jpg,Yoo Eun Jae
671,Wild Romance,7.5, #3082, #520,Lee Dong Wook, Male,https://i.mydramalist.com/Zvejqc.jpg, Park Moo Yeol
672,Witch's Love,7.5, #2740, #439,Yoon So Hee, Female,https://i.mydramalist.com/QX5WAc.jpg,Ma Sung Tae
673,Witch's Love,7.5, #2740, #439,Hyun Woo, Male,https://i.mydramalist.com/Zod3Oc.jpg,Kang Cho Hong
674,Witch's Romance,8.0, #1052, #231,Uhm Jung Hwa, Female,https://i.mydramalist.com/BDv6b_5c.jpg,Yoon Dong Ha
675,Witch's Romance,8.0, #1052, #231,Park Seo Joon, Male,https://i.mydramalist.com/j8meyc.jpg,Ban Ji Yun
676,Yong Pal,7.8, #1773, #266,Joo Won, Male,https://i.mydramalist.com/wrJg1_5c.jpg,Yong Pal / Kim Tae Hyun
677,Yong Pal,7.8, #1773, #266,Kim Tae Hee, Female,https://i.mydramalist.com/2JoxW_5c.jpg,Han Yeo Jin
678,You Are The Best!,7.4, #3342, #483,IU, Female,https://i.mydramalist.com/qRVoD_5c.jpg,Shin Joon Ho
679,You Are The Best!,7.4, #3342, #483,Jo Jung Suk, Male,https://i.mydramalist.com/j8VlOc.jpg,Lee Soon Shin
680,You Who Came from the Stars,8.6, #109, #6,Jun Ji Hyun, Female,https://i.mydramalist.com/qwydDc.jpg,Cheon Song Yi
681,You Who Came from the Stars,8.6, #109, #6,Kim Soo Hyun, Male,https://i.mydramalist.com/WonJO_5c.jpg,Do Min Joon
682,You're All Surrounded,8.2, #577, #124,Go Ah Ra, Female,https://i.mydramalist.com/ejKbK_5c.jpg,Eo Soo Sun
683,You're All Surrounded,8.2, #577, #124,Lee Seung Gi, Male,https://i.mydramalist.com/B3RRqc.jpg,Eun Dae Gu / Kim Ji Yong
684,Your Honor,8.0, #921, #749,Lee Yoo Young, Female,https://i.mydramalist.com/x5Wl0_5c.jpg,Song So Eun
685,Your Honor,8.0, #921, #749,Yoon Shi Yoon, Male,https://i.mydramalist.com/43zLwc.jpg,Han Kang Ho / Han Soo Ho
686,Your House Helper,7.9, #1418, #879,Ha Seok Jin, Male,https://i.mydramalist.com/1Aoeb_5c.jpg,Kim Ji Woon
687,Your House Helper,7.9, #1418, #879,Bona, Female,https://i.mydramalist.com/X1q4d_5c.jpg, Im Da Young
